individual 24: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N3(12, 64) ) ( 3, N6(11, 141) ) ( 4, N14(147, 76) ) ( 5, N13(68, 95) ) ( 6, N5(131, 77) ) ( 7, N-1 ) ( 8, G(1, 1) )( 9, N15(21, 138) ) ( 10, N8(127, 136) ) ( 11, N18(35, 44) ) ( 12, N20(122, 33) ) ( 13, N21(23, 64) ) ( 14, N26(137, 109) ) ( 15, G(1, 2) )( 16, N11(142, 32) ) ( 17, N1(69, 24) ) ( 18, N19(53, 11) ) ( 19, N7(95, 142) ) ( 20, N16(69, 112) ) ( 21, N0(34, 0) ) ( 22, G(1, 3) )( 23, N12(21, 66) ) ( 24, N9(41, 4) ) ( 25, N-1 ) ( 26, N4(55, 95) ) ( 27, N22(91, 61) ) ( 28, N-1 ) ( 29, G(1, 4) )( 30, N24(47, 144) ) ( 31, N10(52, 3) ) ( 32, N23(103, 68) ) ( 33, N17(117, 149) ) ( 34, N2(128, 8) ) ( 35, N25(62, 107) ) 

individual 25: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N3(12, 64) ) ( 3, N1(69, 24) ) ( 4, N19(53, 11) ) ( 5, N9(41, 4) ) ( 6, N17(117, 149) ) ( 7, N-1 ) ( 8, G(1, 1) )( 9, N21(23, 64) ) ( 10, N-1 ) ( 11, N22(91, 61) ) ( 12, N4(55, 95) ) ( 13, N16(69, 112) ) ( 14, N23(103, 68) ) ( 15, G(1, 2) )( 16, N0(34, 0) ) ( 17, N15(21, 138) ) ( 18, N2(128, 8) ) ( 19, N24(47, 144) ) ( 20, N11(142, 32) ) ( 21, N18(35, 44) ) ( 22, G(1, 3) )( 23, N12(21, 66) ) ( 24, N10(52, 3) ) ( 25, N20(122, 33) ) ( 26, N7(95, 142) ) ( 27, N6(11, 141) ) ( 28, N-1 ) ( 29, G(1, 4) )( 30, N25(62, 107) ) ( 31, N14(147, 76) ) ( 32, N13(68, 95) ) ( 33, N5(131, 77) ) ( 34, N8(127, 136) ) ( 35, N26(137, 109) ) 

individual 26: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N2(128, 8) ) ( 3, N3(12, 64) ) ( 4, N9(41, 4) ) ( 5, N26(137, 109) ) ( 6, N23(103, 68) ) ( 7, N-1 ) ( 8, G(1, 1) )( 9, N8(127, 136) ) ( 10, N17(117, 149) ) ( 11, N13(68, 95) ) ( 12, N25(62, 107) ) ( 13, N16(69, 112) ) ( 14, N7(95, 142) ) ( 15, G(1, 2) )( 16, N5(131, 77) ) ( 17, N18(35, 44) ) ( 18, N11(142, 32) ) ( 19, N20(122, 33) ) ( 20, N4(55, 95) ) ( 21, N0(34, 0) ) ( 22, G(1, 3) )( 23, N19(53, 11) ) ( 24, N22(91, 61) ) ( 25, N10(52, 3) ) ( 26, N1(69, 24) ) ( 27, N-1 ) ( 28, N-1 ) ( 29, G(1, 4) )( 30, N15(21, 138) ) ( 31, N21(23, 64) ) ( 32, N14(147, 76) ) ( 33, N6(11, 141) ) ( 34, N24(47, 144) ) ( 35, N12(21, 66) ) 

individual 27: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N2(128, 8) ) ( 3, N8(127, 136) ) ( 4, N18(35, 44) ) ( 5, N0(34, 0) ) ( 6, N1(69, 24) ) ( 7, N24(47, 144) ) ( 8, G(1, 1) )( 9, N12(21, 66) ) ( 10, N21(23, 64) ) ( 11, N15(21, 138) ) ( 12, N3(12, 64) ) ( 13, N-1 ) ( 14, N16(69, 112) ) ( 15, G(1, 2) )( 16, N11(142, 32) ) ( 17, N14(147, 76) ) ( 18, N22(91, 61) ) ( 19, N10(52, 3) ) ( 20, N6(11, 141) ) ( 21, N19(53, 11) ) ( 22, G(1, 3) )( 23, N25(62, 107) ) ( 24, N-1 ) ( 25, N4(55, 95) ) ( 26, N-1 ) ( 27, N9(41, 4) ) ( 28, N13(68, 95) ) ( 29, G(1, 4) )( 30, N7(95, 142) ) ( 31, N26(137, 109) ) ( 32, N5(131, 77) ) ( 33, N23(103, 68) ) ( 34, N20(122, 33) ) ( 35, N17(117, 149) ) 

individual 28: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N2(128, 8) ) ( 3, N8(127, 136) ) ( 4, N0(34, 0) ) ( 5, N25(62, 107) ) ( 6, N21(23, 64) ) ( 7, N23(103, 68) ) ( 8, G(1, 1) )( 9, N4(55, 95) ) ( 10, N22(91, 61) ) ( 11, N3(12, 64) ) ( 12, N-1 ) ( 13, N10(52, 3) ) ( 14, N9(41, 4) ) ( 15, G(1, 2) )( 16, N14(147, 76) ) ( 17, N15(21, 138) ) ( 18, N-1 ) ( 19, N20(122, 33) ) ( 20, N11(142, 32) ) ( 21, N-1 ) ( 22, G(1, 3) )( 23, N13(68, 95) ) ( 24, N16(69, 112) ) ( 25, N1(69, 24) ) ( 26, N19(53, 11) ) ( 27, N12(21, 66) ) ( 28, N6(11, 141) ) ( 29, G(1, 4) )( 30, N24(47, 144) ) ( 31, N18(35, 44) ) ( 32, N7(95, 142) ) ( 33, N26(137, 109) ) ( 34, N5(131, 77) ) ( 35, N17(117, 149) ) 

individual 29: ( 0, G(0, 0) )( 1, G(1, 0) )( 2, N2(128, 8) ) ( 3, N8(127, 136) ) ( 4, N9(41, 4) ) ( 5, N19(53, 11) ) ( 6, N18(35, 44) ) ( 7, N5(131, 77) ) ( 8, G(1, 1) )( 9, N0(34, 0) ) ( 10, N25(62, 107) ) ( 11, N3(12, 64) ) ( 12, N13(68, 95) ) ( 13, N14(147, 76) ) ( 14, N1(69, 24) ) ( 15, G(1, 2) )( 16, N16(69, 112) ) ( 17, N20(122, 33) ) ( 18, N21(23, 64) ) ( 19, N-1 ) ( 20, N11(142, 32) ) ( 21, N12(21, 66) ) ( 22, G(1, 3) )( 23, N15(21, 138) ) ( 24, N7(95, 142) ) ( 25, N4(55, 95) ) ( 26, N24(47, 144) ) ( 27, N10(52, 3) ) ( 28, N-1 ) ( 29, G(1, 4) )( 30, N17(117, 149) ) ( 31, N23(103, 68) ) ( 32, N26(137, 109) ) ( 33, N22(91, 61) ) ( 34, N6(11, 141) ) ( 35, N-1 ) 


best fitness: 297.615, individual: 26
avg. fitness: 351.725
